"Step","Group: text10-vision0 - evaluation/blimp/quantifiers","Group: text10-vision0 - evaluation/blimp/quantifiers__MIN","Group: text10-vision0 - evaluation/blimp/quantifiers__MAX","Group: text1-vision0 - evaluation/blimp/quantifiers","Group: text1-vision0 - evaluation/blimp/quantifiers__MIN","Group: text1-vision0 - evaluation/blimp/quantifiers__MAX","Group: text1-vision100 - evaluation/blimp/quantifiers","Group: text1-vision100 - evaluation/blimp/quantifiers__MIN","Group: text1-vision100 - evaluation/blimp/quantifiers__MAX","Group: text1-vision10 - evaluation/blimp/quantifiers","Group: text1-vision10 - evaluation/blimp/quantifiers__MIN","Group: text1-vision10 - evaluation/blimp/quantifiers__MAX","Group: text1-vision1 - evaluation/blimp/quantifiers","Group: text1-vision1 - evaluation/blimp/quantifiers__MIN","Group: text1-vision1 - evaluation/blimp/quantifiers__MAX","Group: text10-vision1 - evaluation/blimp/quantifiers","Group: text10-vision1 - evaluation/blimp/quantifiers__MIN","Group: text10-vision1 - evaluation/blimp/quantifiers__MAX","Group: text10-vision10 - evaluation/blimp/quantifiers","Group: text10-vision10 - evaluation/blimp/quantifiers__MIN","Group: text10-vision10 - evaluation/blimp/quantifiers__MAX","Group: text10-vision100 - evaluation/blimp/quantifiers","Group: text10-vision100 - evaluation/blimp/quantifiers__MIN","Group: text10-vision100 - evaluation/blimp/quantifiers__MAX"
"130","62.095001220703125","44.93000030517578","79.26000213623047","44.760000228881836","39.439998626708984","50.08000183105469","55.22999954223633","55.22999954223633","55.22999954223633","56.34000015258789","56.34000015258789","56.34000015258789","32.970001220703125","32.970001220703125","32.970001220703125","46.68000030517578","46.68000030517578","46.68000030517578","","","","","",""
"131","40.97999954223633","40.97999954223633","40.97999954223633","","","","","","","","","","","","","","","","39.15999984741211","39.15999984741211","39.15999984741211","36.72999954223633","36.72999954223633","36.72999954223633"
"327","48.72500038146973","47.65999984741211","49.790000915527344","39.88999938964844","39.04999923706055","40.72999954223633","","","","","","","","","","","","","","","","","",""
"328","40.34000015258789","40.34000015258789","40.34000015258789","","","","","","","","","","","","","","","","","","","","",""
"332","","","","","","","47.810001373291016","47.810001373291016","47.810001373291016","46.2599983215332","46.2599983215332","46.2599983215332","35.189998626708984","35.189998626708984","35.189998626708984","38.04999923706055","38.04999923706055","38.04999923706055","","","","","",""
"333","","","","","","","","","","","","","","","","","","","45.029998779296875","45.029998779296875","45.029998779296875","42.13999938964844","42.13999938964844","42.13999938964844"
"459","39.83500099182129","28.18000030517578","51.4900016784668","37.19499969482422","37.119998931884766","37.27000045776367","","","","","","","","","","","","","","","","","",""
"460","39.029998779296875","39.029998779296875","39.029998779296875","","","","","","","","","","","","","","","","","","","","",""
"469","","","","","","","47.810001373291016","47.810001373291016","47.810001373291016","50.619998931884766","50.619998931884766","50.619998931884766","31.219999313354492","31.219999313354492","31.219999313354492","32.77000045776367","32.77000045776367","32.77000045776367","","","","","",""
"470","","","","","","","","","","","","","","","","","","","41.290000915527344","41.290000915527344","41.290000915527344","47.27000045776367","47.27000045776367","47.27000045776367"
