"trainer/global_step","Group: text10-vision0 - _step","Group: text10-vision0 - _step__MIN","Group: text10-vision0 - _step__MAX","Group: text10-vision0 - evaluation/blimp_average","Group: text10-vision0 - evaluation/blimp_average__MIN","Group: text10-vision0 - evaluation/blimp_average__MAX","Group: text10-vision1 - _step","Group: text10-vision1 - _step__MIN","Group: text10-vision1 - _step__MAX","Group: text10-vision1 - evaluation/blimp_average","Group: text10-vision1 - evaluation/blimp_average__MIN","Group: text10-vision1 - evaluation/blimp_average__MAX","Group: text10-vision100 - _step","Group: text10-vision100 - _step__MIN","Group: text10-vision100 - _step__MAX","Group: text10-vision100 - evaluation/blimp_average","Group: text10-vision100 - evaluation/blimp_average__MIN","Group: text10-vision100 - evaluation/blimp_average__MAX","Group: text10-vision10 - _step","Group: text10-vision10 - _step__MIN","Group: text10-vision10 - _step__MAX","Group: text10-vision10 - evaluation/blimp_average","Group: text10-vision10 - evaluation/blimp_average__MIN","Group: text10-vision10 - evaluation/blimp_average__MAX"
"10374","13619.5","13619","13620","71.47624969482422","71.41166687011719","71.54083251953125","14979","14979","14979","70.91000366210938","70.91000366210938","70.91000366210938","14983","14983","14983","70.90583038330078","70.90583038330078","70.90583038330078","14576","14576","14576","71.6683349609375","71.6683349609375","71.6683349609375"
"10499","13816.5","13816","13817","71.13541793823242","70.76667022705078","71.50416564941406","15181","15181","15181","71.73416900634766","71.73416900634766","71.73416900634766","15286.5","15185","15388","70.9816665649414","70.92333221435547","71.04000091552734","14778","14778","14778","71.1683349609375","71.1683349609375","71.1683349609375"
"10500","","","","","","","","","","","","","15192","15192","15192","71.04000091552734","71.04000091552734","71.04000091552734","","","","","",""
"10624","13948.5","13948","13949","71.26250076293945","70.82333374023438","71.70166778564453","15318","15318","15318","72.15333557128906","72.15333557128906","72.15333557128906","15525","15525","15525","71.63583374023438","71.63583374023438","71.63583374023438","14915","14915","14915","71.3758316040039","71.3758316040039","71.3758316040039"
"10749","14145.5","14145","14146","71.04708480834961","70.9558334350586","71.13833618164062","15520","15520","15520","71.67333221435547","71.67333221435547","71.67333221435547","15727","15727","15727","71.1500015258789","71.1500015258789","71.1500015258789","15117","15117","15117","71.56999969482422","71.56999969482422","71.56999969482422"
"10874","14277.5","14277","14278","71.30375289916992","71.14167022705078","71.46583557128906","15657","15657","15657","71.94166564941406","71.94166564941406","71.94166564941406","15864","15864","15864","70.81749725341797","70.81749725341797","70.81749725341797","15254","15254","15254","71.5433349609375","71.5433349609375","71.5433349609375"
"10999","14474.5","14474","14475","71.81499862670898","71.77749633789062","71.85250091552734","15859","15859","15859","72.40083312988281","72.40083312988281","72.40083312988281","16066","16066","16066","70.8933334350586","70.8933334350586","70.8933334350586","15492.5","15456","15529","69.21541595458984","66.94833374023438","71.48249816894531"
"11000","","","","","","","","","","","","","","","","","","","15463","15463","15463","71.48249816894531","71.48249816894531","71.48249816894531"
"11124","14606.5","14606","14607","71.65375137329102","71.26083374023438","72.04666900634766","15996","15996","15996","71.4941635131836","71.4941635131836","71.4941635131836","16203","16203","16203","71.07749938964844","71.07749938964844","71.07749938964844","15666","15666","15666","70.53416442871094","70.53416442871094","70.53416442871094"
"11249","14803.5","14803","14804","71.80167007446289","71.4175033569336","72.18583679199219","16198","16198","16198","71.91500091552734","71.91500091552734","71.91500091552734","16405","16405","16405","70.82166290283203","70.82166290283203","70.82166290283203","15868","15868","15868","70.3741683959961","70.3741683959961","70.3741683959961"
"11374","14935.5","14935","14936","71.79291915893555","71.30750274658203","72.27833557128906","16335","16335","16335","72.48916625976562","72.48916625976562","72.48916625976562","16542","16542","16542","70.92666625976562","70.92666625976562","70.92666625976562","16005","16005","16005","71.225830078125","71.225830078125","71.225830078125"
"11499","15132.5","15132","15133","71.47916793823242","71.44750213623047","71.51083374023438","16537","16537","16537","71.95833587646484","71.95833587646484","71.95833587646484","16744","16744","16744","71.07416534423828","71.07416534423828","71.07416534423828","16207","16207","16207","70.95833587646484","70.95833587646484","70.95833587646484"
"11624","15264.5","15264","15265","72.2095832824707","72.00416564941406","72.41500091552734","16674","16674","16674","72.17749786376953","72.17749786376953","72.17749786376953","","","","","","","16344","16344","16344","71.90416717529297","71.90416717529297","71.90416717529297"
"11749","15461.5","15461","15462","71.99250030517578","71.4375","72.54750061035156","16876","16876","16876","71.65583038330078","71.65583038330078","71.65583038330078","","","","","","","16546","16546","16546","70.3499984741211","70.3499984741211","70.3499984741211"
"11874","15593.5","15593","15594","71.4245834350586","70.98249816894531","71.86666870117188","17013","17013","17013","71.78666687011719","71.78666687011719","71.78666687011719","","","","","","","16683","16683","16683","70.40583038330078","70.40583038330078","70.40583038330078"
"11999","15790.5","15790","15791","71.26583099365234","70.975830078125","71.55583190917969","17215","17215","17215","71.6883316040039","71.6883316040039","71.6883316040039","","","","","","","16885","16885","16885","70.33583068847656","70.33583068847656","70.33583068847656"
"12000","","","","","","","","","","","","","","","","","","","16892","16892","16892","70.33583068847656","70.33583068847656","70.33583068847656"
"12124","15922.5","15922","15923","72.21083450317383","71.79750061035156","72.6241683959961","17352","17352","17352","71.1683349609375","71.1683349609375","71.1683349609375","","","","","","","","","","","",""
"12125","15925","15925","15925","72.6241683959961","72.6241683959961","72.6241683959961","","","","","","","","","","","","","","","","","",""
"12249","16119","16119","16119","71.52666473388672","71.52666473388672","71.52666473388672","17554","17554","17554","72.24833679199219","72.24833679199219","72.24833679199219","","","","","","","","","","","",""
"12374","16251","16251","16251","71.26083374023438","71.26083374023438","71.26083374023438","17691","17691","17691","72.33333587646484","72.33333587646484","72.33333587646484","","","","","","","","","","","",""
"12499","16448","16448","16448","71.53666687011719","71.53666687011719","71.53666687011719","17893","17893","17893","72.42166900634766","72.42166900634766","72.42166900634766","","","","","","","","","","","",""
"12624","16580","16580","16580","71.84249877929688","71.84249877929688","71.84249877929688","18030","18030","18030","72.55999755859375","72.55999755859375","72.55999755859375","","","","","","","","","","","",""
"12749","16777","16777","16777","71.76499938964844","71.76499938964844","71.76499938964844","","","","","","","","","","","","","","","","","",""
"12874","16909","16909","16909","71.09083557128906","71.09083557128906","71.09083557128906","","","","","","","","","","","","","","","","","",""
"12999","17106","17106","17106","71.0999984741211","71.0999984741211","71.0999984741211","","","","","","","","","","","","","","","","","",""
"13124","17238","17238","17238","71.47416687011719","71.47416687011719","71.47416687011719","","","","","","","","","","","","","","","","","",""
"13249","17435","17435","17435","71.32083129882812","71.32083129882812","71.32083129882812","","","","","","","","","","","","","","","","","",""
"13374","17567","17567","17567","72.22666931152344","72.22666931152344","72.22666931152344","","","","","","","","","","","","","","","","","",""
"13499","17764","17764","17764","71.76583099365234","71.76583099365234","71.76583099365234","","","","","","","","","","","","","","","","","",""
"13624","17896","17896","17896","70.58999633789062","70.58999633789062","70.58999633789062","","","","","","","","","","","","","","","","","",""
"13749","18093","18093","18093","71.6500015258789","71.6500015258789","71.6500015258789","","","","","","","","","","","","","","","","","",""
"13874","18225","18225","18225","72.4808349609375","72.4808349609375","72.4808349609375","","","","","","","","","","","","","","","","","",""
"13999","18422","18422","18422","72.4808349609375","72.4808349609375","72.4808349609375","","","","","","","","","","","","","","","","","",""
"14124","18554","18554","18554","71.76249694824219","71.76249694824219","71.76249694824219","","","","","","","","","","","","","","","","","",""
"14249","18751","18751","18751","72.10416412353516","72.10416412353516","72.10416412353516","","","","","","","","","","","","","","","","","",""
"14374","18883","18883","18883","72.94000244140625","72.94000244140625","72.94000244140625","","","","","","","","","","","","","","","","","",""
"14499","19080","19080","19080","72.92916870117188","72.92916870117188","72.92916870117188","","","","","","","","","","","","","","","","","",""
"14624","19212","19212","19212","71.78083038330078","71.78083038330078","71.78083038330078","","","","","","","","","","","","","","","","","",""
"14749","19409","19409","19409","71.07333374023438","71.07333374023438","71.07333374023438","","","","","","","","","","","","","","","","","",""
"14874","19541","19541","19541","71.78416442871094","71.78416442871094","71.78416442871094","","","","","","","","","","","","","","","","","",""
"14999","19738","19738","19738","72.93083190917969","72.93083190917969","72.93083190917969","","","","","","","","","","","","","","","","","",""
"15124","19870","19870","19870","72.00916290283203","72.00916290283203","72.00916290283203","","","","","","","","","","","","","","","","","",""
"15249","20067","20067","20067","72.55083465576172","72.55083465576172","72.55083465576172","","","","","","","","","","","","","","","","","",""
"15374","20199","20199","20199","72.44833374023438","72.44833374023438","72.44833374023438","","","","","","","","","","","","","","","","","",""
"15499","20396","20396","20396","71.9366683959961","71.9366683959961","71.9366683959961","","","","","","","","","","","","","","","","","",""
"15624","20528","20528","20528","72.19833374023438","72.19833374023438","72.19833374023438","","","","","","","","","","","","","","","","","",""
"15749","20725","20725","20725","72.5374984741211","72.5374984741211","72.5374984741211","","","","","","","","","","","","","","","","","",""
"15874","20857","20857","20857","72.3066635131836","72.3066635131836","72.3066635131836","","","","","","","","","","","","","","","","","",""
"15999","21054","21054","21054","71.70249938964844","71.70249938964844","71.70249938964844","","","","","","","","","","","","","","","","","",""
"16124","21186","21186","21186","72.65166473388672","72.65166473388672","72.65166473388672","","","","","","","","","","","","","","","","","",""
"16249","21383","21383","21383","72.89083099365234","72.89083099365234","72.89083099365234","","","","","","","","","","","","","","","","","",""
"16374","21515","21515","21515","73.0058364868164","73.0058364868164","73.0058364868164","","","","","","","","","","","","","","","","","",""
"16499","21712","21712","21712","72.05166625976562","72.05166625976562","72.05166625976562","","","","","","","","","","","","","","","","","",""
"16624","21844","21844","21844","72.17833709716797","72.17833709716797","72.17833709716797","","","","","","","","","","","","","","","","","",""
"16749","22041","22041","22041","72.225830078125","72.225830078125","72.225830078125","","","","","","","","","","","","","","","","","",""
"16874","22173","22173","22173","72.80249786376953","72.80249786376953","72.80249786376953","","","","","","","","","","","","","","","","","",""
"16999","22370","22370","22370","72.56749725341797","72.56749725341797","72.56749725341797","","","","","","","","","","","","","","","","","",""
"17124","22502","22502","22502","71.81500244140625","71.81500244140625","71.81500244140625","","","","","","","","","","","","","","","","","",""
"17249","22699","22699","22699","72.0008316040039","72.0008316040039","72.0008316040039","","","","","","","","","","","","","","","","","",""
"17374","22831","22831","22831","72.4433364868164","72.4433364868164","72.4433364868164","","","","","","","","","","","","","","","","","",""
"17499","23028","23028","23028","71.99166870117188","71.99166870117188","71.99166870117188","","","","","","","","","","","","","","","","","",""
"17624","23160","23160","23160","72.38749694824219","72.38749694824219","72.38749694824219","","","","","","","","","","","","","","","","","",""
"17749","23357","23357","23357","72.6683349609375","72.6683349609375","72.6683349609375","","","","","","","","","","","","","","","","","",""
"17874","23489","23489","23489","72.78333282470703","72.78333282470703","72.78333282470703","","","","","","","","","","","","","","","","","",""
"17999","23686","23686","23686","71.38249969482422","71.38249969482422","71.38249969482422","","","","","","","","","","","","","","","","","",""
"18124","23818","23818","23818","72.86416625976562","72.86416625976562","72.86416625976562","","","","","","","","","","","","","","","","","",""
