"trainer/global_step","Group: text10-vision0 - _step","Group: text10-vision0 - _step__MIN","Group: text10-vision0 - _step__MAX","Group: text10-vision0 - evaluation/pseudo_perplexity","Group: text10-vision0 - evaluation/pseudo_perplexity__MIN","Group: text10-vision0 - evaluation/pseudo_perplexity__MAX","Group: text10-vision1 - _step","Group: text10-vision1 - _step__MIN","Group: text10-vision1 - _step__MAX","Group: text10-vision1 - evaluation/pseudo_perplexity","Group: text10-vision1 - evaluation/pseudo_perplexity__MIN","Group: text10-vision1 - evaluation/pseudo_perplexity__MAX","Group: text10-vision100 - _step","Group: text10-vision100 - _step__MIN","Group: text10-vision100 - _step__MAX","Group: text10-vision100 - evaluation/pseudo_perplexity","Group: text10-vision100 - evaluation/pseudo_perplexity__MIN","Group: text10-vision100 - evaluation/pseudo_perplexity__MAX","Group: text10-vision10 - _step","Group: text10-vision10 - _step__MIN","Group: text10-vision10 - _step__MAX","Group: text10-vision10 - evaluation/pseudo_perplexity","Group: text10-vision10 - evaluation/pseudo_perplexity__MIN","Group: text10-vision10 - evaluation/pseudo_perplexity__MAX"
"9624","12632.5","12632","12633","7.770463228225708","7.76137113571167","7.779555320739746","13962","13962","13962","8.565098762512207","8.565098762512207","8.565098762512207","13966","13966","13966","10.786354064941406","10.786354064941406","10.786354064941406","13559","13559","13559","10.803322792053223","10.803322792053223","10.803322792053223"
"9749","12829.5","12829","12830","7.788351535797119","7.7486724853515625","7.828030586242676","14164","14164","14164","8.534502029418945","8.534502029418945","8.534502029418945","14168","14168","14168","10.673410415649414","10.673410415649414","10.673410415649414","13761","13761","13761","10.693607330322266","10.693607330322266","10.693607330322266"
"9874","12961.5","12961","12962","7.720170974731445","7.698261260986328","7.7420806884765625","14301","14301","14301","8.53245735168457","8.53245735168457","8.53245735168457","14305","14305","14305","10.638463973999023","10.638463973999023","10.638463973999023","13898","13898","13898","10.529265403747559","10.529265403747559","10.529265403747559"
"9999","13158.5","13158","13159","7.715129375457764","7.637598991394043","7.792659759521484","14503","14503","14503","8.49325180053711","8.49325180053711","8.49325180053711","14507","14507","14507","10.607064247131348","10.607064247131348","10.607064247131348","14100","14100","14100","10.565044403076172","10.565044403076172","10.565044403076172"
"10124","13290.5","13290","13291","7.632415056228638","7.6180548667907715","7.646775245666504","14640","14640","14640","8.444934844970703","8.444934844970703","8.444934844970703","14644","14644","14644","10.560396194458008","10.560396194458008","10.560396194458008","14237","14237","14237","10.52214241027832","10.52214241027832","10.52214241027832"
"10249","13487.5","13487","13488","7.579925298690796","7.57692813873291","7.582922458648682","14842","14842","14842","8.365931510925293","8.365931510925293","8.365931510925293","14846","14846","14846","10.415343284606934","10.415343284606934","10.415343284606934","14439","14439","14439","10.460105895996094","10.460105895996094","10.460105895996094"
"10374","13619.5","13619","13620","7.555679798126221","7.513044357299805","7.598315238952637","14979","14979","14979","8.277536392211914","8.277536392211914","8.277536392211914","14983","14983","14983","10.325571060180664","10.325571060180664","10.325571060180664","14576","14576","14576","10.383052825927734","10.383052825927734","10.383052825927734"
"10499","13816.5","13816","13817","7.50918436050415","7.497961044311523","7.520407676696777","15181","15181","15181","8.248161315917969","8.248161315917969","8.248161315917969","15286.5","15185","15388","11.64485502243042","10.300641059875488","12.989068984985352","14778","14778","14778","10.368650436401367","10.368650436401367","10.368650436401367"
"10500","","","","","","","","","","","","","15192","15192","15192","10.300641059875488","10.300641059875488","10.300641059875488","","","","","",""
"10624","13948.5","13948","13949","7.469064474105835","7.444484233856201","7.493644714355469","15318","15318","15318","8.253543853759766","8.253543853759766","8.253543853759766","15525","15525","15525","10.89023494720459","10.89023494720459","10.89023494720459","14915","14915","14915","10.193933486938477","10.193933486938477","10.193933486938477"
"10749","14145.5","14145","14146","7.4819300174713135","7.440368175506592","7.523491859436035","15520","15520","15520","8.137259483337402","8.137259483337402","8.137259483337402","15727","15727","15727","10.44210147857666","10.44210147857666","10.44210147857666","15117","15117","15117","10.218080520629883","10.218080520629883","10.218080520629883"
"10874","14277.5","14277","14278","7.428619146347046","7.415524005889893","7.441714286804199","15657","15657","15657","8.124122619628906","8.124122619628906","8.124122619628906","15864","15864","15864","10.331335067749023","10.331335067749023","10.331335067749023","15254","15254","15254","10.162912368774414","10.162912368774414","10.162912368774414"
"10999","14474.5","14474","14475","7.423649549484253","7.397149562835693","7.4501495361328125","15859","15859","15859","8.032597541809082","8.032597541809082","8.032597541809082","16066","16066","16066","10.258949279785156","10.258949279785156","10.258949279785156","15492.5","15456","15529","16.039938926696777","10.071653366088867","22.008224487304688"
"11000","","","","","","","","","","","","","","","","","","","15463","15463","15463","10.071653366088867","10.071653366088867","10.071653366088867"
"11124","14606.5","14606","14607","7.388258695602417","7.363035678863525","7.413481712341309","15996","15996","15996","8.099574089050293","8.099574089050293","8.099574089050293","16203","16203","16203","10.142613410949707","10.142613410949707","10.142613410949707","15666","15666","15666","10.601594924926758","10.601594924926758","10.601594924926758"
"11249","14803.5","14803","14804","7.2875800132751465","7.261203765869141","7.313956260681152","16198","16198","16198","7.989341735839844","7.989341735839844","7.989341735839844","16405","16405","16405","10.23295783996582","10.23295783996582","10.23295783996582","15868","15868","15868","10.137228012084961","10.137228012084961","10.137228012084961"
"11374","14935.5","14935","14936","7.2801759243011475","7.269241809844971","7.291110038757324","16335","16335","16335","7.935540676116943","7.935540676116943","7.935540676116943","16542","16542","16542","10.101387023925781","10.101387023925781","10.101387023925781","16005","16005","16005","9.999267578125","9.999267578125","9.999267578125"
"11499","15132.5","15132","15133","7.279158592224121","7.265435218811035","7.292881965637207","16537","16537","16537","7.9366536140441895","7.9366536140441895","7.9366536140441895","16744","16744","16744","10.105208396911621","10.105208396911621","10.105208396911621","16207","16207","16207","9.954140663146973","9.954140663146973","9.954140663146973"
"11624","15264.5","15264","15265","7.226922512054443","7.204117774963379","7.249727249145508","16674","16674","16674","7.886885643005371","7.886885643005371","7.886885643005371","","","","","","","16344","16344","16344","9.948214530944824","9.948214530944824","9.948214530944824"
"11749","15461.5","15461","15462","7.20878005027771","7.180450439453125","7.237109661102295","16876","16876","16876","7.870465278625488","7.870465278625488","7.870465278625488","","","","","","","16546","16546","16546","9.9407377243042","9.9407377243042","9.9407377243042"
"11874","15593.5","15593","15594","7.190569162368774","7.178057670593262","7.203080654144287","17013","17013","17013","7.847175598144531","7.847175598144531","7.847175598144531","","","","","","","16683","16683","16683","9.899972915649414","9.899972915649414","9.899972915649414"
"11999","15790.5","15790","15791","7.163968086242676","7.1211042404174805","7.206831932067871","17215","17215","17215","7.813776016235352","7.813776016235352","7.813776016235352","","","","","","","16885","16885","16885","9.873324394226074","9.873324394226074","9.873324394226074"
"12000","","","","","","","","","","","","","","","","","","","16892","16892","16892","9.873324394226074","9.873324394226074","9.873324394226074"
"12124","15922.5","15922","15923","7.136453151702881","7.118751525878906","7.1541547775268555","17352","17352","17352","7.782060146331787","7.782060146331787","7.782060146331787","","","","","","","","","","","",""
"12125","15925","15925","15925","7.1541547775268555","7.1541547775268555","7.1541547775268555","","","","","","","","","","","","","","","","","",""
"12249","16119","16119","16119","7.071026802062988","7.071026802062988","7.071026802062988","17554","17554","17554","7.687243461608887","7.687243461608887","7.687243461608887","","","","","","","","","","","",""
"12374","16251","16251","16251","7.10500431060791","7.10500431060791","7.10500431060791","17691","17691","17691","7.7822747230529785","7.7822747230529785","7.7822747230529785","","","","","","","","","","","",""
"12499","16448","16448","16448","7.0394206047058105","7.0394206047058105","7.0394206047058105","17893","17893","17893","7.677205562591553","7.677205562591553","7.677205562591553","","","","","","","","","","","",""
"12624","16580","16580","16580","7.000126838684082","7.000126838684082","7.000126838684082","18030","18030","18030","7.661901950836182","7.661901950836182","7.661901950836182","","","","","","","","","","","",""
"12749","16777","16777","16777","7.002199172973633","7.002199172973633","7.002199172973633","","","","","","","","","","","","","","","","","",""
"12874","16909","16909","16909","6.971428871154785","6.971428871154785","6.971428871154785","","","","","","","","","","","","","","","","","",""
"12999","17106","17106","17106","6.942121505737305","6.942121505737305","6.942121505737305","","","","","","","","","","","","","","","","","",""
"13124","17238","17238","17238","6.9307427406311035","6.9307427406311035","6.9307427406311035","","","","","","","","","","","","","","","","","",""
"13249","17435","17435","17435","6.902646064758301","6.902646064758301","6.902646064758301","","","","","","","","","","","","","","","","","",""
"13374","17567","17567","17567","6.958090782165527","6.958090782165527","6.958090782165527","","","","","","","","","","","","","","","","","",""
"13499","17764","17764","17764","6.886773109436035","6.886773109436035","6.886773109436035","","","","","","","","","","","","","","","","","",""
"13624","17896","17896","17896","6.870357513427734","6.870357513427734","6.870357513427734","","","","","","","","","","","","","","","","","",""
"13749","18093","18093","18093","6.919780731201172","6.919780731201172","6.919780731201172","","","","","","","","","","","","","","","","","",""
"13874","18225","18225","18225","6.899568557739258","6.899568557739258","6.899568557739258","","","","","","","","","","","","","","","","","",""
"13999","18422","18422","18422","6.863131523132324","6.863131523132324","6.863131523132324","","","","","","","","","","","","","","","","","",""
"14124","18554","18554","18554","6.843464374542236","6.843464374542236","6.843464374542236","","","","","","","","","","","","","","","","","",""
"14249","18751","18751","18751","6.786815643310547","6.786815643310547","6.786815643310547","","","","","","","","","","","","","","","","","",""
"14374","18883","18883","18883","6.815735340118408","6.815735340118408","6.815735340118408","","","","","","","","","","","","","","","","","",""
"14499","19080","19080","19080","6.763356685638428","6.763356685638428","6.763356685638428","","","","","","","","","","","","","","","","","",""
"14624","19212","19212","19212","6.738618850708008","6.738618850708008","6.738618850708008","","","","","","","","","","","","","","","","","",""
"14749","19409","19409","19409","6.7505574226379395","6.7505574226379395","6.7505574226379395","","","","","","","","","","","","","","","","","",""
"14874","19541","19541","19541","6.766565322875977","6.766565322875977","6.766565322875977","","","","","","","","","","","","","","","","","",""
"14999","19738","19738","19738","6.745234966278076","6.745234966278076","6.745234966278076","","","","","","","","","","","","","","","","","",""
"15124","19870","19870","19870","6.726553916931152","6.726553916931152","6.726553916931152","","","","","","","","","","","","","","","","","",""
"15249","20067","20067","20067","6.71077823638916","6.71077823638916","6.71077823638916","","","","","","","","","","","","","","","","","",""
"15374","20199","20199","20199","6.716331481933594","6.716331481933594","6.716331481933594","","","","","","","","","","","","","","","","","",""
"15499","20396","20396","20396","6.723169326782227","6.723169326782227","6.723169326782227","","","","","","","","","","","","","","","","","",""
"15624","20528","20528","20528","6.69023323059082","6.69023323059082","6.69023323059082","","","","","","","","","","","","","","","","","",""
"15749","20725","20725","20725","6.699452877044678","6.699452877044678","6.699452877044678","","","","","","","","","","","","","","","","","",""
"15874","20857","20857","20857","6.695544242858887","6.695544242858887","6.695544242858887","","","","","","","","","","","","","","","","","",""
"15999","21054","21054","21054","6.660602569580078","6.660602569580078","6.660602569580078","","","","","","","","","","","","","","","","","",""
"16124","21186","21186","21186","6.651137351989746","6.651137351989746","6.651137351989746","","","","","","","","","","","","","","","","","",""
"16249","21383","21383","21383","6.6118855476379395","6.6118855476379395","6.6118855476379395","","","","","","","","","","","","","","","","","",""
"16374","21515","21515","21515","6.587702751159668","6.587702751159668","6.587702751159668","","","","","","","","","","","","","","","","","",""
"16499","21712","21712","21712","6.594775676727295","6.594775676727295","6.594775676727295","","","","","","","","","","","","","","","","","",""
"16624","21844","21844","21844","6.645064830780029","6.645064830780029","6.645064830780029","","","","","","","","","","","","","","","","","",""
"16749","22041","22041","22041","6.606812000274658","6.606812000274658","6.606812000274658","","","","","","","","","","","","","","","","","",""
"16874","22173","22173","22173","6.560057640075684","6.560057640075684","6.560057640075684","","","","","","","","","","","","","","","","","",""
"16999","22370","22370","22370","6.612709999084473","6.612709999084473","6.612709999084473","","","","","","","","","","","","","","","","","",""
"17124","22502","22502","22502","6.548037528991699","6.548037528991699","6.548037528991699","","","","","","","","","","","","","","","","","",""
"17249","22699","22699","22699","6.519207954406738","6.519207954406738","6.519207954406738","","","","","","","","","","","","","","","","","",""
"17374","22831","22831","22831","6.606052398681641","6.606052398681641","6.606052398681641","","","","","","","","","","","","","","","","","",""
"17499","23028","23028","23028","6.573146820068359","6.573146820068359","6.573146820068359","","","","","","","","","","","","","","","","","",""
"17624","23160","23160","23160","6.546450614929199","6.546450614929199","6.546450614929199","","","","","","","","","","","","","","","","","",""
"17749","23357","23357","23357","6.545498371124268","6.545498371124268","6.545498371124268","","","","","","","","","","","","","","","","","",""
"17874","23489","23489","23489","6.547280311584473","6.547280311584473","6.547280311584473","","","","","","","","","","","","","","","","","",""
"17999","23686","23686","23686","6.531052112579346","6.531052112579346","6.531052112579346","","","","","","","","","","","","","","","","","",""
"18124","23818","23818","23818","6.471540451049805","6.471540451049805","6.471540451049805","","","","","","","","","","","","","","","","","",""
