"Step","Group: text1-vision100 - evaluation/imagenet_zeroshot/top5","Group: text1-vision100 - evaluation/imagenet_zeroshot/top5__MIN","Group: text1-vision100 - evaluation/imagenet_zeroshot/top5__MAX","Group: text1-vision1 - evaluation/imagenet_zeroshot/top5","Group: text1-vision1 - evaluation/imagenet_zeroshot/top5__MIN","Group: text1-vision1 - evaluation/imagenet_zeroshot/top5__MAX","Group: text10-vision100 - evaluation/imagenet_zeroshot/top5","Group: text10-vision100 - evaluation/imagenet_zeroshot/top5__MIN","Group: text10-vision100 - evaluation/imagenet_zeroshot/top5__MAX","Group: text100-vision10 - evaluation/imagenet_zeroshot/top5","Group: text100-vision10 - evaluation/imagenet_zeroshot/top5__MIN","Group: text100-vision10 - evaluation/imagenet_zeroshot/top5__MAX","Group: text10-vision10 - evaluation/imagenet_zeroshot/top5","Group: text10-vision10 - evaluation/imagenet_zeroshot/top5__MIN","Group: text10-vision10 - evaluation/imagenet_zeroshot/top5__MAX","Group: text100-vision1 - evaluation/imagenet_zeroshot/top5","Group: text100-vision1 - evaluation/imagenet_zeroshot/top5__MIN","Group: text100-vision1 - evaluation/imagenet_zeroshot/top5__MAX","Group: text1-vision10 - evaluation/imagenet_zeroshot/top5","Group: text1-vision10 - evaluation/imagenet_zeroshot/top5__MIN","Group: text1-vision10 - evaluation/imagenet_zeroshot/top5__MAX","Group: text10-vision1 - evaluation/imagenet_zeroshot/top5","Group: text10-vision1 - evaluation/imagenet_zeroshot/top5__MIN","Group: text10-vision1 - evaluation/imagenet_zeroshot/top5__MAX","Group: text100-vision100 - evaluation/imagenet_zeroshot/top5","Group: text100-vision100 - evaluation/imagenet_zeroshot/top5__MIN","Group: text100-vision100 - evaluation/imagenet_zeroshot/top5__MAX"
"5593","","","","0.014882381074130535","0.014882381074130535","0.014882381074130535","","","","","","","","","","","","","","","","","","","","",""
"5625","","","","","","","","","","0.004520994611084461","0.004520994611084461","0.004520994611084461","","","","","","","","","","","","","","",""
"5664","","","","","","","","","","","","","0.042446792125701904","0.042446792125701904","0.042446792125701904","","","","","","","","","","","",""
"5688","0.023723796010017395","0.023723796010017395","0.023723796010017395","","","","","","","","","","","","","","","","0.02161383256316185","0.02161383256316185","0.02161383256316185","","","","","",""
"5736","","","","","","","","","","","","","","","","0.013202112168073654","0.013202112168073654","0.013202112168073654","","","","0.004140662495046854","0.004140662495046854","0.004140662495046854","","",""
"5750","","","","","","","0.0034405505284667015","0.0034405505284667015","0.0034405505284667015","","","","","","","","","","","","","","","","","",""
"5772","","","","0.01716274581849575","0.01716274581849575","0.01716274581849575","","","","","","","","","","","","","","","","","","","","",""
"5812","","","","","","","","","","0.004701034165918827","0.004701034165918827","0.004701034165918827","","","","","","","","","","","","","","",""
"5829","","","","","","","","","","","","","","","","0.014582333154976368","0.014582333154976368","0.014582333154976368","","","","0.004280684981495142","0.004280684981495142","0.004280684981495142","","",""
"5843","","","","","","","","","","","","","0.04392702877521515","0.04392702877521515","0.04392702877521515","","","","","","","","","","","",""
"5867","0.024283885955810547","0.024283885955810547","0.024283885955810547","","","","","","","","","","","","","","","","0.022154178470373154","0.022154178470373154","0.022154178470373154","","","","","",""
"5929","","","","","","","0.0032805248629301786","0.0032805248629301786","0.0032805248629301786","","","","","","","","","","","","","","","","","",""
"5951","","","","0.01818290911614895","0.01818290911614895","0.01818290911614895","","","","","","","","","","","","","","","","","","","","",""
"5970","0.027584413066506386","0.027584413066506386","0.027584413066506386","","","","","","","","","","","","","","","","","","","","","","","",""
"5977","0.027584413066506386","0.027584413066506386","0.027584413066506386","","","","","","","","","","","","","","","","","","","","","","","",""
"5999","","","","","","","","","","0.005661245435476303","0.005661245435476303","0.005661245435476303","","","","","","","","","","","","","","",""
"6003","","","","","","","","","","","","","","","","","","","0.020533140748739243","0.020533140748739243","0.020533140748739243","","","","","",""
"6008","","","","","","","","","","","","","","","","0.014982396736741066","0.014982396736741066","0.014982396736741066","","","","0.004300687927752733","0.004300687927752733","0.004300687927752733","","",""
"6010","","","","","","","","","","","","","","","","","","","0.020533140748739243","0.020533140748739243","0.020533140748739243","","","","","",""
"6022","","","","","","","","","","","","","0.042446792125701904","0.042446792125701904","0.042446792125701904","","","","","","","","","","","",""
"6074","0.0248439759016037","0.0248439759016037","0.0248439759016037","","","","","","","","","","","","","","","","","","","","","","","",""
"6097","","","","","","","","","","","","","","","","","","","0.022974703460931778","0.022974703460931778","0.022974703460931778","","","","","",""
"6108","","","","","","","0.0034605537075549364","0.0034605537075549364","0.0034605537075549364","","","","","","","","","","","","","","","","","",""
"6130","","","","0.016222596168518066","0.016222596168518066","0.016222596168518066","","","","","","","","","","","","","","","","","","","","",""
"6150","","","","","","","","","","0.005061113275587559","0.005061113275587559","0.005061113275587559","","","","","","","","","","","","","","",""
"6187","","","","","","","","","","","","","","","","0.014702352695167065","0.014702352695167065","0.014702352695167065","","","","0.004340694285929203","0.004340694285929203","0.004340694285929203","","",""
"6201","","","","","","","","","","","","","0.04306688904762268","0.04306688904762268","0.04306688904762268","","","","","","","","","","","",""
"6243","0.02696431428194046","0.02696431428194046","0.02696431428194046","","","","","","","","","","","","","","","","","","","","","","","",""
"6276","","","","","","","","","","","","","","","","","","","0.0223943330347538","0.0223943330347538","0.0223943330347538","","","","","",""
"6287","","","","","","","0.0031204991973936558","0.0031204991973936558","0.0031204991973936558","","","","","","","","","","","","","","","","","",""
"6309","","","","0.018642982468008995","0.018642982468008995","0.018642982468008995","","","","","","","","","","","","","","","","","","","","",""
"6337","","","","","","","","","","0.0071415710262954235","0.0071415710262954235","0.0071415710262954235","","","","","","","","","","","","","","",""
"6366","","","","","","","","","","","","","","","","0.016022562980651855","0.016022562980651855","0.016022562980651855","","","","0.0038606177549809217","0.0038606177549809217","0.0038606177549809217","","",""
"6380","","","","","","","","","","","","","0.04308689385652542","0.04308689385652542","0.04308689385652542","","","","","","","","","","","",""
"6422","0.024783965200185776","0.024783965200185776","0.024783965200185776","","","","","","","","","","","","","","","","","","","","","","","",""
"6455","","","","","","","","","","","","","","","","","","","0.024675792083144188","0.024675792083144188","0.024675792083144188","","","","","",""
