"Step","Group: text1-vision1 - evaluation/imagenet_zeroshot/top1","Group: text1-vision1 - evaluation/imagenet_zeroshot/top1__MIN","Group: text1-vision1 - evaluation/imagenet_zeroshot/top1__MAX","Group: text10-vision100 - evaluation/imagenet_zeroshot/top1","Group: text10-vision100 - evaluation/imagenet_zeroshot/top1__MIN","Group: text10-vision100 - evaluation/imagenet_zeroshot/top1__MAX","Group: text100-vision10 - evaluation/imagenet_zeroshot/top1","Group: text100-vision10 - evaluation/imagenet_zeroshot/top1__MIN","Group: text100-vision10 - evaluation/imagenet_zeroshot/top1__MAX","Group: text10-vision10 - evaluation/imagenet_zeroshot/top1","Group: text10-vision10 - evaluation/imagenet_zeroshot/top1__MIN","Group: text10-vision10 - evaluation/imagenet_zeroshot/top1__MAX","Group: text10-vision1 - evaluation/imagenet_zeroshot/top1","Group: text10-vision1 - evaluation/imagenet_zeroshot/top1__MIN","Group: text10-vision1 - evaluation/imagenet_zeroshot/top1__MAX","Group: text100-vision1 - evaluation/imagenet_zeroshot/top1","Group: text100-vision1 - evaluation/imagenet_zeroshot/top1__MIN","Group: text100-vision1 - evaluation/imagenet_zeroshot/top1__MAX","Group: text1-vision10 - evaluation/imagenet_zeroshot/top1","Group: text1-vision10 - evaluation/imagenet_zeroshot/top1__MIN","Group: text1-vision10 - evaluation/imagenet_zeroshot/top1__MAX","Group: text1-vision100 - evaluation/imagenet_zeroshot/top1","Group: text1-vision100 - evaluation/imagenet_zeroshot/top1__MIN","Group: text1-vision100 - evaluation/imagenet_zeroshot/top1__MAX","Group: text100-vision100 - evaluation/imagenet_zeroshot/top1","Group: text100-vision100 - evaluation/imagenet_zeroshot/top1__MIN","Group: text100-vision100 - evaluation/imagenet_zeroshot/top1__MAX"
"87","","","","","","","","","","","","","0.001060169655829668","0.001060169655829668","0.001060169655829668","0.001360217691399157","0.001360217691399157","0.001360217691399157","","","","","","","","",""
"145","","","","","","","0.0010402288753539324","0.0010402288753539324","0.0010402288753539324","","","","","","","","","","0.0007401628536172211","0.0007401628536172211","0.0007401628536172211","0.0008601892623119056","0.0008601892623119056","0.0008601892623119056","0.0010002200724557042","0.0010002200724557042","0.0010002200724557042"
"266","","","","","","","","","","","","","0.0011201791930943727","0.0011201791930943727","0.0011201791930943727","0.0009801568230614066","0.0009801568230614066","0.0009801568230614066","","","","","","","","",""
"332","","","","","","","0.0012402728898450732","0.0012402728898450732","0.0012402728898450732","","","","","","","","","","0.000960211269557476","0.000960211269557476","0.000960211269557476","0.000700154050718993","0.000700154050718993","0.000700154050718993","0.0010602332185953856","0.0010602332185953856","0.0010602332185953856"
"445","","","","","","","","","","","","","0.0012602016795426607","0.0012602016795426607","0.0012602016795426607","0.0011001760140061378","0.0011001760140061378","0.0011001760140061378","","","","","","","","",""
"483","","","","","","","0.001380303641781211","0.001380303641781211","0.001380303641781211","","","","","","","","","","0.0011402508243918419","0.0011402508243918419","0.0011402508243918419","0.0012802816927433014","0.0012802816927433014","0.0012802816927433014","0.0010202244156971574","0.0010202244156971574","0.0010202244156971574"
"624","","","","","","","","","","","","","0.0009801568230614066","0.0009801568230614066","0.0009801568230614066","0.0010001600021496415","0.0010001600021496415","0.0010001600021496415","","","","","","","","",""
"670","","","","","","","0.0015003300504758954","0.0015003300504758954","0.0015003300504758954","","","","","","","","","","0.0008801936637610197","0.0008801936637610197","0.0008801936637610197","0.001440316904336214","0.001440316904336214","0.001440316904336214","0.0013202904956415296","0.0013202904956415296","0.0013202904956415296"
"803","","","","","","","","","","","","","0.0008201312157325447","0.0008201312157325447","0.0008201312157325447","0.000920147227589041","0.000920147227589041","0.000920147227589041","","","","","","","","",""
"821","","","","","","","0.0008601892623119056","0.0008601892623119056","0.0008601892623119056","","","","","","","","","","0.0008001760579645634","0.0008001760579645634","0.0008001760579645634","0.0011402508243918419","0.0011402508243918419","0.0011402508243918419","0.0010402288753539324","0.0010402288753539324","0.0010402288753539324"
"982","","","","","","","","","","","","","0.0011401823721826077","0.0011401823721826077","0.0011401823721826077","0.0007401184411719441","0.0007401184411719441","0.0007401184411719441","","","","","","","","",""
"1008","","","","","","","0.0008601892623119056","0.0008601892623119056","0.0008601892623119056","","","","","","","","","","0.000940206868108362","0.000940206868108362","0.000940206868108362","0.0009802156127989292","0.0009802156127989292","0.0009802156127989292","0.001440316904336214","0.001440316904336214","0.001440316904336214"
"1078","0.0036005761940032244","0.0036005761940032244","0.0036005761940032244","","","","","","","","","","","","","","","","","","","","","","","",""
"1161","","","","","","","","","","","","","0.0008601376321166754","0.0008601376321166754","0.0008601376321166754","0.0008201312157325447","0.0008201312157325447","0.0008201312157325447","","","","","","","","",""
"1195","","","","","","","0.0006801496492698789","0.0006801496492698789","0.0006801496492698789","","","","","","","","","","0.0010802376782521605","0.0010802376782521605","0.0010802376782521605","0.0011002420214936137","0.0011002420214936137","0.0011002420214936137","0.0009001980652101338","0.0009001980652101338","0.0009001980652101338"
"1197","0.004060649778693914","0.004060649778693914","0.004060649778693914","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","","","","","","","","","","","","","0.001080172834917903","0.001080172834917903","0.001080172834917903","0.0014802368823438883","0.0014802368823438883","0.0014802368823438883","","","","","","","","",""
"1346","","","","","","","0.0011202464811503887","0.0011202464811503887","0.0011202464811503887","","","","","","","","","","0.0010202244156971574","0.0010202244156971574","0.0010202244156971574","0.001200264086946845","0.001200264086946845","0.001200264086946845","0.001640360918827355","0.001640360918827355","0.001640360918827355"
"1376","0.004200672265142202","0.004200672265142202","0.004200672265142202","","","","","","","","","","","","","","","","","","","","","","","",""
"1433","","","","","","","","","","","","","0.0010001600021496415","0.0010001600021496415","0.0010001600021496415","0.0017802848014980555","0.0017802848014980555","0.0017802848014980555","","","","","","","","",""
"1533","","","","","","","0.00042009243043139577","0.00042009243043139577","0.00042009243043139577","","","","","","","","","","0.0010202244156971574","0.0010202244156971574","0.0010202244156971574","0.0010002200724557042","0.0010002200724557042","0.0010002200724557042","0.0012402728898450732","0.0012402728898450732","0.0012402728898450732"
"1555","0.003960633650422096","0.003960633650422096","0.003960633650422096","","","","","","","","","","","","","","","","","","","","","","","",""
