"Step","Group: text1-vision0 - evaluation/blimp/ellipsis","Group: text1-vision0 - evaluation/blimp/ellipsis__MIN","Group: text1-vision0 - evaluation/blimp/ellipsis__MAX","Group: text1-vision100 - evaluation/blimp/ellipsis","Group: text1-vision100 - evaluation/blimp/ellipsis__MIN","Group: text1-vision100 - evaluation/blimp/ellipsis__MAX","Group: text1-vision10 - evaluation/blimp/ellipsis","Group: text1-vision10 - evaluation/blimp/ellipsis__MIN","Group: text1-vision10 - evaluation/blimp/ellipsis__MAX","Group: text1-vision1 - evaluation/blimp/ellipsis","Group: text1-vision1 - evaluation/blimp/ellipsis__MIN","Group: text1-vision1 - evaluation/blimp/ellipsis__MAX","Group: text10-vision1 - evaluation/blimp/ellipsis","Group: text10-vision1 - evaluation/blimp/ellipsis__MIN","Group: text10-vision1 - evaluation/blimp/ellipsis__MAX","Group: text10-vision100 - evaluation/blimp/ellipsis","Group: text10-vision100 - evaluation/blimp/ellipsis__MIN","Group: text10-vision100 - evaluation/blimp/ellipsis__MAX","Group: text10-vision10 - evaluation/blimp/ellipsis","Group: text10-vision10 - evaluation/blimp/ellipsis__MIN","Group: text10-vision10 - evaluation/blimp/ellipsis__MAX","Group: text10-vision0 - evaluation/blimp/ellipsis","Group: text10-vision0 - evaluation/blimp/ellipsis__MIN","Group: text10-vision0 - evaluation/blimp/ellipsis__MAX"
"2164","","","","45.790000915527344","45.790000915527344","45.790000915527344","44.630001068115234","44.630001068115234","44.630001068115234","47.290000915527344","47.290000915527344","47.290000915527344","57.45000076293945","57.45000076293945","57.45000076293945","","","","","","","","",""
"2165","","","","","","","","","","","","","","","","44.459999084472656","44.459999084472656","44.459999084472656","42.380001068115234","42.380001068115234","42.380001068115234","","",""
"2301","56.35000038146973","55.65999984741211","57.040000915527344","","","","","","","","","","","","","","","","","","","","",""
"2302","","","","","","","","","","","","","","","","","","","","","","57.5099983215332","57.5099983215332","57.5099983215332"
"2366","","","","46.540000915527344","46.540000915527344","46.540000915527344","46.77000045776367","46.77000045776367","46.77000045776367","51.150001525878906","51.150001525878906","51.150001525878906","61.029998779296875","61.029998779296875","61.029998779296875","","","","","","","","",""
"2367","","","","","","","","","","","","","","","","45.66999816894531","45.66999816894531","45.66999816894531","47.52000045776367","47.52000045776367","47.52000045776367","","",""
"2433","59.32500076293945","57.45000076293945","61.20000076293945","","","","","","","","","","","","","","","","","","","","",""
"2434","","","","","","","","","","","","","","","","","","","","","","59.58000183105469","59.58000183105469","59.58000183105469"
"2503","","","","52.13999938964844","52.13999938964844","52.13999938964844","47.91999816894531","47.91999816894531","47.91999816894531","55.25","55.25","55.25","60.220001220703125","60.220001220703125","60.220001220703125","","","","","","","","",""
"2504","","","","","","","","","","","","","","","","48.09000015258789","48.09000015258789","48.09000015258789","49.02000045776367","49.02000045776367","49.02000045776367","","",""
"2630","60.21999931335449","59.529998779296875","60.90999984741211","","","","","","","","","","","","","","","","","","","","",""
"2631","","","","","","","","","","","","","","","","","","","","","","64.19999694824219","64.19999694824219","64.19999694824219"
"2705","","","","56.9900016784668","56.9900016784668","56.9900016784668","52.25","52.25","52.25","57.220001220703125","57.220001220703125","57.220001220703125","61.09000015258789","61.09000015258789","61.09000015258789","","","","","","","","",""
"2706","","","","","","","","","","","","","","","","53","53","53","53.52000045776367","53.52000045776367","53.52000045776367","","",""
"2762","62.06999969482422","61.61000061035156","62.529998779296875","","","","","","","","","","","","","","","","","","","","",""
"2763","","","","","","","","","","","","","","","","","","","","","","61.720001220703125","61.720001220703125","61.720001220703125"
"2842","","","","57.790000915527344","57.790000915527344","57.790000915527344","52.709999084472656","52.709999084472656","52.709999084472656","58.4900016784668","58.4900016784668","58.4900016784668","63.970001220703125","63.970001220703125","63.970001220703125","","","","","","","","",""
"2843","","","","","","","","","","","","","","","","48.439998626708984","48.439998626708984","48.439998626708984","58.08000183105469","58.08000183105469","58.08000183105469","","",""
"2959","63.76999855041504","63.45000076293945","64.08999633789062","","","","","","","","","","","","","","","","","","","","",""
"2960","","","","","","","","","","","","","","","","","","","","","","65.52999877929688","65.52999877929688","65.52999877929688"
"3044","","","","58.83000183105469","58.83000183105469","58.83000183105469","55.43000030517578","55.43000030517578","55.43000030517578","57.970001220703125","57.970001220703125","57.970001220703125","64.61000061035156","64.61000061035156","64.61000061035156","","","","","","","","",""
"3045","","","","","","","","","","","","","","","","56","56","56","58.43000030517578","58.43000030517578","58.43000030517578","","",""
"3091","64.1150016784668","62.93000030517578","65.30000305175781","","","","","","","","","","","","","","","","","","","","",""
"3092","","","","","","","","","","","","","","","","","","","","","","64.72000122070312","64.72000122070312","64.72000122070312"
"3181","","","","62.81999969482422","62.81999969482422","62.81999969482422","56.470001220703125","56.470001220703125","56.470001220703125","62.7599983215332","62.7599983215332","62.7599983215332","68.58999633789062","68.58999633789062","68.58999633789062","","","","","","","","",""
"3182","","","","","","","","","","","","","","","","57.970001220703125","57.970001220703125","57.970001220703125","61.84000015258789","61.84000015258789","61.84000015258789","","",""
"3288","64.43499755859375","64.02999877929688","64.83999633789062","","","","","","","","","","","","","","","","","","","","",""
"3289","","","","","","","","","","","","","","","","","","","","","","66.11000061035156","66.11000061035156","66.11000061035156"
"3383","","","","61.13999938964844","61.13999938964844","61.13999938964844","56.290000915527344","56.290000915527344","56.290000915527344","61.95000076293945","61.95000076293945","61.95000076293945","67.26000213623047","67.26000213623047","67.26000213623047","","","","","","","","",""
"3384","","","","","","","","","","","","","","","","56.70000076293945","56.70000076293945","56.70000076293945","63.279998779296875","63.279998779296875","63.279998779296875","","",""
"3420","66.28499984741211","65.41999816894531","67.1500015258789","","","","","","","","","","","","","","","","","","","","",""
"3421","","","","","","","","","","","","","","","","","","","","","","65.94000244140625","65.94000244140625","65.94000244140625"
"3520","","","","61.369998931884766","61.369998931884766","61.369998931884766","57.560001373291016","57.560001373291016","57.560001373291016","61.13999938964844","61.13999938964844","61.13999938964844","65.6500015258789","65.6500015258789","65.6500015258789","","","","","","","","",""
"3521","","","","","","","","","","","","","","","","58.029998779296875","58.029998779296875","58.029998779296875","65.52999877929688","65.52999877929688","65.52999877929688","","",""
"3617","66.68500137329102","65.30000305175781","68.06999969482422","","","","","","","","","","","","","","","","","","","","",""
"3618","","","","","","","","","","","","","","","","","","","","","","69.5199966430664","69.5199966430664","69.5199966430664"
"3722","","","","63.7400016784668","63.7400016784668","63.7400016784668","57.220001220703125","57.220001220703125","57.220001220703125","59.869998931884766","59.869998931884766","59.869998931884766","67.77999877929688","67.77999877929688","67.77999877929688","","","","","","","","",""
"3723","","","","","","","","","","","","","","","","63.15999984741211","63.15999984741211","63.15999984741211","68.12999725341797","68.12999725341797","68.12999725341797","","",""
"3749","66.74500274658203","64.55000305175781","68.94000244140625","","","","","","","","","","","","","","","","","","","","",""
"3750","","","","","","","","","","","","","","","","","","","","","","70.61000061035156","70.61000061035156","70.61000061035156"
"3859","","","","67.66999816894531","67.66999816894531","67.66999816894531","59.060001373291016","59.060001373291016","59.060001373291016","61.369998931884766","61.369998931884766","61.369998931884766","67.95999908447266","67.95999908447266","67.95999908447266","","","","","","","","",""
"3860","","","","","","","","","","","","","","","","64.48999786376953","64.48999786376953","64.48999786376953","69.11000061035156","69.11000061035156","69.11000061035156","","",""
"3946","68.04000091552734","67.31999969482422","68.76000213623047","","","","","","","","","","","","","","","","","","","","",""
"3947","","","","","","","","","","","","","","","","","","","","","","68.52999877929688","68.52999877929688","68.52999877929688"
"4061","","","","67.9000015258789","67.9000015258789","67.9000015258789","56.119998931884766","56.119998931884766","56.119998931884766","60.220001220703125","60.220001220703125","60.220001220703125","67.83999633789062","67.83999633789062","67.83999633789062","","","","","","","","",""
"4062","","","","","","","","","","","","","","","","60.099998474121094","60.099998474121094","60.099998474121094","67.55000305175781","67.55000305175781","67.55000305175781","","",""
"4078","67.46500015258789","66.27999877929688","68.6500015258789","","","","","","","","","","","","","","","","","","","","",""
"4079","","","","","","","","","","","","","","","","","","","","","","73.1500015258789","73.1500015258789","73.1500015258789"
"4198","","","","66.86000061035156","66.86000061035156","66.86000061035156","60.220001220703125","60.220001220703125","60.220001220703125","62.2400016784668","62.2400016784668","62.2400016784668","72.16999816894531","72.16999816894531","72.16999816894531","","","","","","","","",""
"4199","","","","","","","","","","","","","","","","68.19000244140625","68.19000244140625","68.19000244140625","70.1500015258789","70.1500015258789","70.1500015258789","","",""
"4275","65.64999961853027","62.880001068115234","68.41999816894531","","","","","","","","","","","","","","","","","","","","",""
"4276","","","","","","","","","","","","","","","","","","","","","","70.5","70.5","70.5"
"4400","","","","69.86000061035156","69.86000061035156","69.86000061035156","59.29999923706055","59.29999923706055","59.29999923706055","63.15999984741211","63.15999984741211","63.15999984741211","69.27999877929688","69.27999877929688","69.27999877929688","","","","","","","","",""
"4401","","","","","","","","","","","","","","","","68.41999816894531","68.41999816894531","68.41999816894531","71.6500015258789","71.6500015258789","71.6500015258789","","",""
"4407","67.96000099182129","63.630001068115234","72.29000091552734","","","","","","","","","","","","","","","","","","","","",""
"4408","","","","","","","","","","","","","","","","","","","","","","71.36000061035156","71.36000061035156","71.36000061035156"
"4537","","","","72","72","72","57.849998474121094","57.849998474121094","57.849998474121094","","","","71.19000244140625","71.19000244140625","71.19000244140625","","","","","","","","",""
"4538","","","","","","","","","","","","","","","","64.1500015258789","64.1500015258789","64.1500015258789","73.79000091552734","73.79000091552734","73.79000091552734","","",""
"4604","67.44000244140625","66.69000244140625","68.19000244140625","","","","","","","","","","","","","","","","","","","","",""
"4605","","","","","","","","","","","","","","","","","","","","","","73.95999908447266","73.95999908447266","73.95999908447266"
"4668","","","","","","","","","","63.90999984741211","63.90999984741211","63.90999984741211","","","","","","","","","","","",""
"4736","64.37499809265137","62.7599983215332","65.98999786376953","","","","","","","","","","","","","","","","","","","","",""
"4737","","","","","","","","","","","","","","","","","","","","","","72.45999908447266","72.45999908447266","72.45999908447266"
"4739","","","","69","69","69","58.08000183105469","58.08000183105469","58.08000183105469","","","","71.81999969482422","71.81999969482422","71.81999969482422","","","","","","","","",""
"4740","","","","","","","","","","","","","","","","69.27999877929688","69.27999877929688","69.27999877929688","72.29000091552734","72.29000091552734","72.29000091552734","","",""
"4870","","","","","","","","","","67.02999877929688","67.02999877929688","67.02999877929688","","","","","","","","","","","",""
"4876","","","","68.70999908447266","68.70999908447266","68.70999908447266","61.369998931884766","61.369998931884766","61.369998931884766","","","","72.80999755859375","72.80999755859375","72.80999755859375","","","","","","","","",""
