"Step","Group: text10-vision10 - evaluation/blimp/npi_licensing","Group: text10-vision10 - evaluation/blimp/npi_licensing__MIN","Group: text10-vision10 - evaluation/blimp/npi_licensing__MAX","Group: text10-vision100 - evaluation/blimp/npi_licensing","Group: text10-vision100 - evaluation/blimp/npi_licensing__MIN","Group: text10-vision100 - evaluation/blimp/npi_licensing__MAX","Group: text1-vision100 - evaluation/blimp/npi_licensing","Group: text1-vision100 - evaluation/blimp/npi_licensing__MIN","Group: text1-vision100 - evaluation/blimp/npi_licensing__MAX","Group: text1-vision10 - evaluation/blimp/npi_licensing","Group: text1-vision10 - evaluation/blimp/npi_licensing__MIN","Group: text1-vision10 - evaluation/blimp/npi_licensing__MAX","Group: text1-vision1 - evaluation/blimp/npi_licensing","Group: text1-vision1 - evaluation/blimp/npi_licensing__MIN","Group: text1-vision1 - evaluation/blimp/npi_licensing__MAX","Group: text10-vision1 - evaluation/blimp/npi_licensing","Group: text10-vision1 - evaluation/blimp/npi_licensing__MIN","Group: text10-vision1 - evaluation/blimp/npi_licensing__MAX","Group: text10-vision0 - evaluation/blimp/npi_licensing","Group: text10-vision0 - evaluation/blimp/npi_licensing__MIN","Group: text10-vision0 - evaluation/blimp/npi_licensing__MAX","Group: text1-vision0 - evaluation/blimp/npi_licensing","Group: text1-vision0 - evaluation/blimp/npi_licensing__MIN","Group: text1-vision0 - evaluation/blimp/npi_licensing__MAX"
"3796","","","","","","","","","","","","","58.119998931884766","58.119998931884766","58.119998931884766","","","","","","","","",""
"3853","","","","","","","","","","","","","","","","53.63999938964844","53.63999938964844","53.63999938964844","","","","","",""
"3917","","","","","","","","","","","","","","","","","","","55.529998779296875","55.529998779296875","55.529998779296875","","",""
"3935","","","","","","","51.52000045776367","51.52000045776367","51.52000045776367","49.939998626708984","49.939998626708984","49.939998626708984","","","","","","","","","","","",""
"3949","","","","","","","","","","","","","52.56999969482422","52.56999969482422","52.56999969482422","","","","","","","","",""
"3953","","","","55.5","55.5","55.5","","","","","","","","","","","","","","","","","",""
"3960","55.36000061035156","55.36000061035156","55.36000061035156","","","","","","","","","","","","","","","","","","","49.56999969482422","49.56999969482422","49.56999969482422"
"4032","","","","","","","","","","","","","","","","53.720001220703125","53.720001220703125","53.720001220703125","","","","","",""
"4046","","","","52.290000915527344","52.290000915527344","52.290000915527344","","","","","","","","","","","","","","","","","",""
"4068","","","","","","","","","","","","","52.97999954223633","52.97999954223633","52.97999954223633","","","","","","","","",""
"4086","","","","","","","53.86000061035156","53.86000061035156","53.86000061035156","46.13999938964844","46.13999938964844","46.13999938964844","","","","","","","","","","","",""
"4091","","","","","","","","","","","","","","","","","","","55.25","55.25","55.25","","",""
"4134","","","","","","","","","","","","","","","","","","","","","","55","55","55"
"4139","55.849998474121094","55.849998474121094","55.849998474121094","","","","","","","","","","","","","","","","","","","","",""
"4179","","","","","","","","","","","","","","","","","","","56.5099983215332","56.5099983215332","56.5099983215332","","",""
"4211","","","","","","","","","","","","","","","","53.9900016784668","53.9900016784668","53.9900016784668","","","","","",""
"4225","","","","51.209999084472656","51.209999084472656","51.209999084472656","","","","","","","","","","","","","","","","","",""
"4247","","","","","","","","","","","","","55.86000061035156","55.86000061035156","55.86000061035156","","","","","","","","",""
"4273","","","","","","","52.790000915527344","52.790000915527344","52.790000915527344","49.83000183105469","49.83000183105469","49.83000183105469","","","","","","","","","","","",""
"4304","","","","","","","","","","","","","","","","54.869998931884766","54.869998931884766","54.869998931884766","","","","","",""
"4308","","","","","","","","","","","","","","","","","","","","","","50.18000030517578","50.18000030517578","50.18000030517578"
"4318","53.79999923706055","53.79999923706055","53.79999923706055","","","","","","","","","","","","","","","","","","","","",""
"4353","","","","","","","","","","","","","","","","","","","61.65999984741211","61.65999984741211","61.65999984741211","","",""
"4404","","","","51.09000015258789","51.09000015258789","51.09000015258789","","","","","","","","","","","","","","","","","",""
"4424","","","","","","","48.849998474121094","48.849998474121094","48.849998474121094","48.650001525878906","48.650001525878906","48.650001525878906","","","","","","","","","","","",""
"4426","","","","","","","","","","","","","55.970001220703125","55.970001220703125","55.970001220703125","","","","","","","","",""
"4439","","","","","","","","","","","","","","","","","","","","","","52.2599983215332","52.2599983215332","52.2599983215332"
"4483","","","","","","","","","","","","","","","","57.63999938964844","57.63999938964844","57.63999938964844","","","","","",""
"4497","54.29999923706055","54.29999923706055","54.29999923706055","","","","","","","","","","","","","","","","","","","","",""
"4527","","","","","","","","","","","","","","","","","","","58.04999923706055","58.04999923706055","58.04999923706055","","",""
"4583","","","","55.189998626708984","55.189998626708984","55.189998626708984","","","","","","","","","","","","","","","","","",""
"4605","","","","","","","","","","","","","57.869998931884766","57.869998931884766","57.869998931884766","","","","","","","","",""
"4611","","","","","","","51.66999816894531","51.66999816894531","51.66999816894531","49.88999938964844","49.88999938964844","49.88999938964844","","","","","","","","","","","",""
"4613","","","","","","","","","","","","","","","","","","","","","","52.349998474121094","52.349998474121094","52.349998474121094"
"4662","","","","","","","","","","","","","","","","57.970001220703125","57.970001220703125","57.970001220703125","","","","","",""
"4676","55.90999984741211","55.90999984741211","55.90999984741211","","","","","","","","","","","","","","","","","","","","",""
"4701","","","","","","","","","","","","","","","","","","","61.689998626708984","61.689998626708984","61.689998626708984","","",""
"4762","","","","51.939998626708984","51.939998626708984","51.939998626708984","","","","","","","","","","","","","","","","","",""
"4784","","","","","","","","","","","","","55.34000015258789","55.34000015258789","55.34000015258789","","","","","","","","",""
"4787","","","","","","","","","","","","","","","","","","","","","","51.150001525878906","51.150001525878906","51.150001525878906"
