"Step","Group: text1-vision100 - evaluation/blimp/binding","Group: text1-vision100 - evaluation/blimp/binding__MIN","Group: text1-vision100 - evaluation/blimp/binding__MAX","Group: text1-vision10 - evaluation/blimp/binding","Group: text1-vision10 - evaluation/blimp/binding__MIN","Group: text1-vision10 - evaluation/blimp/binding__MAX","Group: text10-vision10 - evaluation/blimp/binding","Group: text10-vision10 - evaluation/blimp/binding__MIN","Group: text10-vision10 - evaluation/blimp/binding__MAX","Group: text10-vision100 - evaluation/blimp/binding","Group: text10-vision100 - evaluation/blimp/binding__MIN","Group: text10-vision100 - evaluation/blimp/binding__MAX","Group: text1-vision1 - evaluation/blimp/binding","Group: text1-vision1 - evaluation/blimp/binding__MIN","Group: text1-vision1 - evaluation/blimp/binding__MAX","Group: text10-vision1 - evaluation/blimp/binding","Group: text10-vision1 - evaluation/blimp/binding__MIN","Group: text10-vision1 - evaluation/blimp/binding__MAX","Group: text10-vision0 - evaluation/blimp/binding","Group: text10-vision0 - evaluation/blimp/binding__MIN","Group: text10-vision0 - evaluation/blimp/binding__MAX","Group: text1-vision0 - evaluation/blimp/binding","Group: text1-vision0 - evaluation/blimp/binding__MIN","Group: text1-vision0 - evaluation/blimp/binding__MAX"
"3047","","","","","","","","","","","","","","","","","","","56.040000915527344","56.040000915527344","56.040000915527344","","",""
"3058","","","","","","","","","","57.45000076293945","57.45000076293945","57.45000076293945","","","","","","","","","","","",""
"3072","54.38999938964844","54.38999938964844","54.38999938964844","55.02000045776367","55.02000045776367","55.02000045776367","","","","","","","","","","","","","","","","","",""
"3080","","","","","","","","","","","","","55.54999923706055","55.54999923706055","55.54999923706055","","","","","","","","",""
"3133","","","","","","","","","","","","","","","","","","","","","","59.5","59.5","59.5"
"3137","","","","","","","","","","","","","","","","57.13999938964844","57.13999938964844","57.13999938964844","","","","","",""
"3151","","","","","","","56.650001525878906","56.650001525878906","56.650001525878906","","","","","","","","","","","","","","",""
"3221","","","","","","","","","","","","","","","","","","","57.90999984741211","57.90999984741211","57.90999984741211","","",""
"3223","54.56999969482422","54.56999969482422","54.56999969482422","53.869998931884766","53.869998931884766","53.869998931884766","","","","","","","","","","","","","","","","","",""
"3237","","","","","","","","","","55.060001373291016","55.060001373291016","55.060001373291016","","","","","","","","","","","",""
"3259","","","","","","","","","","","","","55.060001373291016","55.060001373291016","55.060001373291016","","","","","","","","",""
"3307","","","","","","","","","","","","","","","","","","","","","","59.2599983215332","59.2599983215332","59.2599983215332"
"3316","","","","","","","","","","","","","","","","57.119998931884766","57.119998931884766","57.119998931884766","","","","","",""
"3330","","","","","","","55.08000183105469","55.08000183105469","55.08000183105469","","","","","","","","","","","","","","",""
"3395","","","","","","","","","","","","","","","","","","","57.22999954223633","57.22999954223633","57.22999954223633","","",""
"3410","56.40999984741211","56.40999984741211","56.40999984741211","55.95000076293945","55.95000076293945","55.95000076293945","","","","","","","","","","","","","","","","","",""
"3416","","","","","","","","","","55.70000076293945","55.70000076293945","55.70000076293945","","","","","","","","","","","",""
"3438","","","","","","","","","","","","","55.599998474121094","55.599998474121094","55.599998474121094","","","","","","","","",""
"3481","","","","","","","","","","","","","","","","","","","","","","60.880001068115234","60.880001068115234","60.880001068115234"
"3495","","","","","","","","","","","","","","","","55.970001220703125","55.970001220703125","55.970001220703125","","","","","",""
"3509","","","","","","","58.060001373291016","58.060001373291016","58.060001373291016","","","","","","","","","","","","","","",""
"3569","","","","","","","","","","","","","","","","","","","57.939998626708984","57.939998626708984","57.939998626708984","","",""
"3595","","","","","","","","","","55.72999954223633","55.72999954223633","55.72999954223633","","","","","","","","","","","",""
"3597","55.68000030517578","55.68000030517578","55.68000030517578","57.689998626708984","57.689998626708984","57.689998626708984","","","","","","","","","","","","","","","","","",""
"3612","","","","","","","","","","","","","","","","","","","","","","59.9900016784668","59.9900016784668","59.9900016784668"
"3617","","","","","","","","","","","","","55.36000061035156","55.36000061035156","55.36000061035156","","","","","","","","",""
"3674","","","","","","","","","","","","","","","","56.22999954223633","56.22999954223633","56.22999954223633","","","","","",""
"3688","","","","","","","54.66999816894531","54.66999816894531","54.66999816894531","","","","","","","","","","","","","","",""
